n,m,K,a,s_list,sizes,order,lambda_star,lambda_star_sq,A_float,B_float,A_fraction,B_fraction
6,13,2,3 4 7 7 9 12,0 8,7 2,13,-0.0769230769231 -0.0769230769231 -0.0769230769231 -0.0769230769231 0.0769230769231 0.0769230769231,0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331,1 0.0355029585799 3.67455621302 2.01183431953 7.68639053254 6 11.5917159763,1 0.0355029585799 10.3846153846 12.2366863905 36.4437869822 35.8224852071 32.0769230769,1 6/169 621/169 340/169 5656278683003/735882292092 6 10164417397916/876869086395,1 6/169 135/13 12236686389419/999999999909 34986405498433/960010152498 31908649331509/890743597130 417/13
6,13,2,3 4 7 7 9 12,0 11,7 3,13,0.230769230769 -0.230769230769 0.0769230769231 0.692307692308 0.230769230769 0.230769230769,0.0532544378698 0.0532544378698 0.00591715976331 0.479289940828 0.0532544378698 0.0532544378698,1 0.698224852071 2.17159763314 4 6.05325443787 11.3017751479 6.77514792899,1 0.698224852071 8.04142011834 20.1893491124 34.5029585799 43.1124260355 20.4556213018,1 118/169 367/169 4 1023/169 1910/169 1145/169,1 118/169 1359/169 9996124135354/495118692519 34357498101779/995784115795 30084331050667/697811137464 19651008633183/960665449525
6,13,2,3 4 7 7 10 12,0 2,7 2,13,-0.230769230769 0.230769230769 0.230769230769 0.230769230769 0.230769230769 -0.230769230769,0.0532544378698 0.0532544378698 0.0532544378698 0.0532544378698 0.0532544378698 0.0532544378698,1 0.319526627219 3.68639053254 2.10650887574 7.94674556213 6 10.9408284024,1 0.319526627219 10.6923076923 14.1301775148 37.5325443787 34.4023668639 29.9230769231,1 54/169 623/169 356/169 7726459488901/972279712304 6 7957543720527/727325521238,1 54/169 139/13 5793578130385/410014532678 35498898036823/945816454079 34402366859261/999999999865 389/13
6,13,2,3 4 7 7 11 11,0 12,3 7,13,-0.0769230769231 0.692307692308 -0.0769230769231 -0.0769230769231 -0.384615384615 -0.384615384615,0.00591715976331 0.479289940828 0.00591715976331 0.00591715976331 0.147928994083 0.147928994083,1 0.792899408284 1.89940828402 4 6.78698224852 11.2071005917 6.31360946746,1 0.792899408284 7.59171597633 20.7573964497 36.1597633136 42.449704142 19.2485207101,1 134/169 321/169 4 6786982247747/999999999886 9367537870288/835857391805 1067/169,1 134/169 1283/169 8548189733174/411814157613 4711196323181/130288361744 19328136820447/455318528388 19248520708962/999999999943
6,13,2,3 4 7 8 8 11,0 1,6 4,13,-0.0769230769231 0.230769230769 0.230769230769 0.0769230769231 0.0769230769231 -0.230769230769,0.00591715976331 0.0532544378698 0.0532544378698 0.00591715976331 0.00591715976331 0.0532544378698,1 0.177514792899 3.16568047337 2.34319526627 7.99408284024 6.85207100592 10.4674556213,1 0.177514792899 9.50887573964 13.7514792899 37.3431952663 36.8165680473 29.4023668639,1 30/169 535/169 396/169 7994082839805/999999999946 6852071005369/999999999920 7292888185817/696720239346,1 30/169 9508875738599/999999999890 13751479289157/999999999943 18841203638163/504541818230 33741177883925/916467223141 20700426533954/704039461509
6,13,2,3 4 7 8 8 12,0 2,4 6,13,0.0769230769231 0.538461538462 -0.0769230769231 0.230769230769 0.230769230769 0.538461538462,0.00591715976331 0.289940828402 0.00591715976331 0.0532544378698 0.0532544378698 0.289940828402,1 0.698224852071 1.62721893491 3.92899408284 7.21301775148 11.3727810651 6.15976331361,1 0.698224852071 6.88165680473 20.3313609467 36.6804733728 42.9704142012 19.4378698225,1 118/169 275/169 664/169 7213017750657/999999999886 10906825504840/959028881539 1041/169,1 118/169 1163/169 8440662757106/415154832931 35151968732303/958329200800 19535227124305/454620405399 14360299096594/738779466461
6,13,2,3 4 7 8 9 12,0 11,4 6,13,0.0769230769231 -0.0769230769231 0.0769230769231 0.692307692308 0.230769230769 0.0769230769231,0.00591715976331 0.00591715976331 0.00591715976331 0.479289940828 0.0532544378698 0.00591715976331,1 0.556213017751 2.17159763314 3.71597633136 6.05325443787 11.7278106509 6.77514792899,1 0.556213017751 7.61538461538 19.9053254438 33.650887574 43.5384615385 21.7337278107,1 94/169 367/169 628/169 6053254436980/999999999853 7418169056104/632528037579 1145/169,1 94/169 99/13 19905325440841/999999999852 12848457401124/381816300473 22201064216325/509918436064 12906119261851/593829064866
6,13,2,3 4 7 8 11 11,0 12,6 4,13,0.0769230769231 -0.230769230769 0.846153846154 -0.0769230769231 0.230769230769 0.0769230769231,0.00591715976331 0.0532544378698 0.715976331361 0.00591715976331 0.0532544378698 0.00591715976331,1 0.840236686391 1.9349112426 3.97633136095 6.83431952663 11.1834319527 6.23076923077,1 0.840236686391 7.68639053254 21.0887573964 36.3017751479 42.0710059172 19.0118343195,1 142/169 327/169 672/169 1155/169 5818588259359/520286463403 81/13,1 142/169 1299/169 11459377407613/543387985939 7629959165360/210181434221 31314064549638/744314614471 5155448576251/271170497786
6,13,2,3 4 7 8 12 12,0 2,5 5,13,-0.0769230769231 -0.0769230769231 0.692307692308 0.230769230769 0.230769230769 -0.0769230769231,0.00591715976331 0.00591715976331 0.479289940828 0.0532544378698 0.0532544378698 0.00591715976331,1 0.603550295858 1.63905325444 3.76331360947 7.16568047337 11.6331360947 6.19526627219,1 0.603550295858 6.6449704142 20.0946745562 36.0650887574 43.3017751479 20.2899408284,1 102/169 277/169 636/169 1211/169 8065115052339/693288119962 6195266272115/999999999988,1 102/169 1123/169 10671977457613/531084861701 22465106540469/622904512771 38489577321245/888868347539 9036567439523/445371798565
6,13,2,3 4 7 8 12 12,0 11,5 5,13,0.384615384615 0.384615384615 0.538461538462 0.230769230769 0.230769230769 0.0769230769231,0.147928994083 0.147928994083 0.289940828402 0.0532544378698 0.0532544378698 0.00591715976331,1 0.698224852071 1.8875739645 3.78698224852 6.83431952663 11.5147928994 6.27810650888,1 0.698224852071 7.26035502959 20.6153846154 35.6390532544 42.6863905325 20.100591716,1 118/169 319/169 640/169 1155/169 5772263692663/501291142888 1061/169,1 118/169 1227/169 268/13 8815027842378/247341807299 19989372940081/468284450634 17653084508477/878237056795
6,13,2,3 4 7 9 10 12,0 8,7 3,13,0.692307692308 -0.0769230769231 -0.0769230769231 0.0769230769231 -0.384615384615 0.0769230769231,0.479289940828 0.00591715976331 0.00591715976331 0.00591715976331 0.147928994083 0.00591715976331,1 0.650887573964 2.13609467456 4 6.02958579882 11.349112426 6.83431952663,1 0.650887573964 7.92307692308 19.9053254438 34.3609467456 43.4437869822 20.7159763314,1 110/169 361/169 4 6029585798292/999999999913 11349112424231/999999999841 1155/169,1 110/169 103/13 17786828621733/893571354659 30005418877829/873241913269 5427580527858/124933411769 20715976328585/999999999866
6,13,2,3 4 7 9 11 12,0 8,6 4,13,0.384615384615 0.538461538462 -0.0769230769231 0.0769230769231 -0.0769230769231 -0.384615384615,0.147928994083 0.289940828402 0.00591715976331 0.00591715976331 0.00591715976331 0.147928994083,1 0.603550295858 1.49704142012 3.90532544379 7.30769230769 11.4911242604 6.19526627219,1 0.603550295858 6.50295857988 19.8106508876 36.6331360947 43.5857988166 19.8639053254,1 102/169 253/169 660/169 95/13 6160883683905/536142812863 1047/169,1 102/169 1099/169 13957953685478/704568151985 32187860473507/878654243260 15628422556360/358566849311 4987682684303/251092753544
6,13,2,3 4 7 10 11 11,0 8,5 5,13,0.384615384615 0.846153846154 0.230769230769 -0.384615384615 0.0769230769231 0.0769230769231,0.147928994083 0.715976331361 0.0532544378698 0.147928994083 0.00591715976331 0.00591715976331,1 1.07692307692 1.79289940828 4 7.56804733728 10.9230769231 5.63905325444,1 1.07692307692 7.66272189349 22.4615384615 38.2899408284 40.4615384615 17.0473372781,1 14/13 303/169 4 7568047337210/999999999991 142/13 5639053253936/999999999911,1 14/13 1295/169 292/13 37849552952927/988498601305 40461538461053/999999999988 2881/169
6,13,2,3 4 7 10 11 11,0 12,5 5,13,0.0769230769231 -0.230769230769 0.846153846154 -0.0769230769231 -0.384615384615 -0.384615384615,0.00591715976331 0.0532544378698 0.715976331361 0.00591715976331 0.147928994083 0.147928994083,1 1.07692307692 1.79289940828 4 7.56804733728 10.9230769231 5.63905325444,1 1.07692307692 7.66272189349 22.4615384615 38.2899408284 40.4615384615 17.0473372781,1 14/13 303/169 4 1279/169 142/13 953/169,1 14/13 1295/169 292/13 30170022101044/787935981313 24651321636769/609253196346 2881/169
6,13,2,3 4 7 11 12 12,0 5,6 4,13,-0.230769230769 -0.230769230769 0.230769230769 0.0769230769231 -0.0769230769231 -0.0769230769231,0.0532544378698 0.0532544378698 0.0532544378698 0.00591715976331 0.00591715976331 0.00591715976331,1 0.177514792899 3.16568047337 2.34319526627 7.99408284024 6.85207100592 10.4674556213,1 0.177514792899 9.50887573964 13.7514792899 37.3431952663 36.8165680473 29.4023668639,1 30/169 535/169 396/169 1351/169 1158/169 1769/169,1 30/169 1607/169 7611990782118/553539777185 14097605978829/377514721981 29737318066169/807715646606 21974193238603/747361371971
6,13,2,3 4 8 8 9 11,0 7,5 5,13,0.230769230769 0.384615384615 0.230769230769 0.230769230769 -0.384615384615 0.230769230769,0.0532544378698 0.147928994083 0.0532544378698 0.0532544378698 0.147928994083 0.0532544378698,1 0.508875739645 2.02958579882 3.88165680473 6.07692307692 11.6094674556 6.89349112426,1 0.508875739645 7.44970414201 19.2899408284 33.9349112426 44.201183432 21.6153846154,1 86/169 343/169 656/169 79/13 1962/169 5039857801511/731103835584,1 86/169 7449704141766/999999999967 3889423814802/201629639479 15727489052773/463460444624 29274181357882/662294062849 21615384615190/999999999991
6,13,2,3 4 8 8 12 12,0 2,3 7,13,-0.0769230769231 -0.0769230769231 0.692307692308 0.230769230769 -0.0769230769231 -0.0769230769231,0.00591715976331 0.00591715976331 0.479289940828 0.0532544378698 0.00591715976331 0.00591715976331,1 0.556213017751 1.80473372781 4 6.50295857988 11.4437869822 6.69230769231,1 0.556213017751 7.16568047337 19.3372781065 35.1183431953 44.1065088757 20.7159763314,1 94/169 305/169 4 6502958579550/999999999949 11443786981539/999999999938 87/13,1 94/169 1211/169 19337278103879/999999999864 31646684022323/901143993222 6513577418007/147678371833 20715976328440/999999999859
6,13,2,3 4 8 8 12 12,0 6,3 7,13,-0.230769230769 -0.230769230769 0.692307692308 0.0769230769231 -0.230769230769 -0.230769230769,0.0532544378698 0.0532544378698 0.479289940828 0.00591715976331 0.0532544378698 0.0532544378698,1 0.698224852071 2.17159763314 4 6.05325443787 11.3017751479 6.77514792899,1 0.698224852071 8.04142011834 20.1893491124 34.5029585799 43.1124260355 20.4556213018,1 118/169 367/169 4 1023/169 10019423297001/886535359787 1145/169,1 118/169 1359/169 14798949405365/733007751907 31550181361647/914419593572 36357662707168/843322124281 17725229951003/866521221209
6,13,2,3 4 8 9 10 11,0 7,5 5,13,-0.538461538462 -0.384615384615 0.230769230769 0.384615384615 0.230769230769 0.230769230769,0.289940828402 0.147928994083 0.0532544378698 0.147928994083 0.0532544378698 0.0532544378698,1 0.745562130178 1.40236686391 4 7.68639053254 11.2544378698 5.91124260355,1 0.745562130178 6.55029585799 20.4733727811 37.8639053254 42.7810650888 18.5857988166,1 126/169 237/169 4 6443861789875/838346914926 6361129794149/565210796641 5911242602971/999999999902,1 126/169 1107/169 6002856381789/293203100729 37863905324270/999999999969 10680088070642/249645212163 6172787361437/332123866311
6,13,2,3 4 8 9 12 12,0 2,3 7,13,-0.0769230769231 -0.538461538462 -0.0769230769231 0.538461538462 -0.0769230769231 -0.0769230769231,0.00591715976331 0.289940828402 0.00591715976331 0.289940828402 0.00591715976331 0.00591715976331,1 0.603550295858 2.08875739645 4 6.02958579882 11.3964497041 6.88165680473,1 0.603550295858 7.78106508876 19.6213017751 34.2662721893 43.775147929 20.9526627219,1 102/169 353/169 4 1019/169 1926/169 6881656803729/999999999854,1 102/169 1315/169 15186724456687/773991686725 13463286106222/392901977543 29375313433703/671050009502 14086744231180/672312842437
6,13,2,3 4 8 10 11 11,0 1,6 4,13,-0.0769230769231 0.230769230769 0.846153846154 0.0769230769231 0.384615384615 0.230769230769,0.00591715976331 0.0532544378698 0.715976331361 0.00591715976331 0.147928994083 0.0532544378698,1 0.98224852071 1.8875739645 4 7.18934911243 11.0177514793 5.92307692308,1 0.98224852071 7.7573964497 21.8934911243 37.3431952663 41.124260355 17.899408284,1 166/169 319/169 4 1215/169 6584334056747/597611415462 77/13,1 166/169 1311/169 19594498900158/894991976791 22983618843383/615470065684 40902650977530/994611225209 16627840031729/928960319128
6,13,2,3 4 8 10 11 11,0 7,6 4,13,-0.538461538462 -0.384615384615 -0.0769230769231 0.538461538462 0.384615384615 -0.0769230769231,0.289940828402 0.147928994083 0.00591715976331 0.289940828402 0.147928994083 0.00591715976331,1 0.887573964497 1.47337278107 4 7.82840236686 11.1124260355 5.69822485207,1 0.887573964497 6.83431952663 21.325443787 38.4319526627 41.7869822485 17.7337278107,1 150/169 249/169 4 1323/169 1878/169 963/169,1 150/169 1155/169 12225211390225/573268791606 20107124502094/523187689123 12982328758246/310678782235 13454449117232/758692659597
6,13,2,3 4 8 10 11 12,0 7,5 5,13,-0.230769230769 -0.384615384615 0.230769230769 -0.0769230769231 0.230769230769 0.384615384615,0.0532544378698 0.147928994083 0.0532544378698 0.00591715976331 0.0532544378698 0.147928994083,1 0.461538461538 1.78106508876 3.76331360947 6.59763313609 11.775147929 6.62130177515,1 0.461538461538 6.78698224852 19.2426035503 34.6449704142 44.2958579882 21.5680473373,1 6/13 301/169 636/169 6573694276984/996371598933 7268441862991/617269685852 4999948391557/755130722228,1 6/13 1147/169 16388234147270/851664074689 11848957765193/342010907313 38324310232492/865189477597 12753919375294/591333984753
6,13,2,3 4 8 11 11 12,0 7,6 4,13,-0.538461538462 -0.384615384615 -0.0769230769231 -0.0769230769231 -0.0769230769231 0.538461538462,0.289940828402 0.147928994083 0.00591715976331 0.00591715976331 0.00591715976331 0.289940828402,1 0.745562130178 1.5798816568 3.92899408284 7.40236686391 11.325443787 6.01775147929,1 0.745562130178 6.83431952663 20.6153846154 37.1538461538 42.6390532544 19.0118343195,1 126/169 267/169 664/169 7375508108078/996371598933 4830043978873/426477237424 1017/169,1 126/169 1155/169 268/13 22441798241974/604023555167 2242493744863/52592484441 13036189093471/685688128477
6,13,2,3 4 8 11 12 12,0 6,6 4,13,-0.0769230769231 -0.0769230769231 0.0769230769231 0.692307692308 -0.0769230769231 -0.230769230769,0.00591715976331 0.00591715976331 0.00591715976331 0.479289940828 0.00591715976331 0.0532544378698,1 0.556213017751 2.17159763314 3.71597633136 6.05325443787 11.7278106509 6.77514792899,1 0.556213017751 7.61538461538 19.9053254438 33.650887574 43.5384615385 21.7337278107,1 94/169 367/169 628/169 4776004630790/788997832457 5186308295345/442223058483 6644719879706/980749047747,1 94/169 99/13 19905325441259/999999999873 14145583626211/420362868442 29040254615183/667002314483 3673/169
6,13,2,3 4 9 11 12 12,0 5,7 3,13,-0.230769230769 -0.230769230769 0.230769230769 -0.692307692308 -0.0769230769231 -0.0769230769231,0.0532544378698 0.0532544378698 0.0532544378698 0.479289940828 0.00591715976331 0.00591715976331,1 0.650887573964 1.47337278107 4 7.3550295858 11.349112426 6.17159763314,1 0.650887573964 6.59763313609 19.9053254438 37.0118343195 43.4437869822 19.3905325444,1 110/169 249/169 4 6958846324466/946134375571 4290787314672/378072500615 6171597632593/999999999912,1 110/169 1115/169 14347889924674/720806598475 33178042051061/896417123362 34122711369603/785445140488 11054075334317/570075902197
6,13,2,3 4 10 11 11 12,0 5,7 3,13,-0.230769230769 -0.230769230769 0.230769230769 -0.0769230769231 -0.692307692308 0.230769230769,0.0532544378698 0.0532544378698 0.0532544378698 0.00591715976331 0.479289940828 0.0532544378698,1 0.698224852071 2.17159763314 4 6.05325443787 11.3017751479 6.77514792899,1 0.698224852071 8.04142011834 20.1893491124 34.5029585799 43.1124260355 20.4556213018,1 118/169 367/169 4 1023/169 6999267099392/619306879475 1145/169,1 118/169 1359/169 15741818758430/779709076839 28563880771268/827867578519 40626277582858/942333366937 20455621299075/999999999868
6,13,2,3 4 10 11 11 12,0 6,7 2,13,-0.0769230769231 -0.0769230769231 0.0769230769231 0.0769230769231 0.0769230769231 -0.0769230769231,0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331,1 0.0355029585799 3.67455621302 2.01183431953 7.68639053254 6 11.5917159763,1 0.0355029585799 10.3846153846 12.2366863905 36.4437869822 35.8224852071 32.0769230769,1 6/169 621/169 340/169 1299/169 6 4951104680624/427124395623,1 6/169 135/13 9436495936447/771164319758 18252694116733/500845154364 2728120451569/76156649540 417/13
6,13,2,3 4 10 11 11 12,0 7,7 3,13,0.0769230769231 0.0769230769231 -0.0769230769231 0.692307692308 0.230769230769 -0.0769230769231,0.00591715976331 0.00591715976331 0.00591715976331 0.479289940828 0.0532544378698 0.00591715976331,1 0.556213017751 1.80473372781 4 6.50295857988 11.4437869822 6.69230769231,1 0.556213017751 7.16568047337 19.3372781065 35.1183431953 44.1065088757 20.7159763314,1 94/169 305/169 4 1099/169 6003988209261/524650469165 87/13,1 94/169 1211/169 3268/169 5935/169 21676772086583/491464245054 19212615998783/927429906825
6,13,2,3 4 10 12 12 12,0 7,6 2,13,0.0769230769231 0.0769230769231 -0.0769230769231 -0.0769230769231 -0.0769230769231 -0.0769230769231,0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331 0.00591715976331,1 0.0355029585799 4.07692307692 2.01183431953 6.88165680473 6 11.9940828402,1 0.0355029585799 11.1893491124 12.2366863905 34.8343195266 35.8224852071 32.8816568047,1 6/169 53/13 340/169 5281565613567/767484599048 6 10107886791280/842739451271,1 6/169 1891/169 4899460905919/400391147534 28996588484199/832414379791 32118943595621/896614051480 31933399367941/971161506781
